car_name,price,year,engine,mileage,valyuta,exchange_rate
Hyundai Sonata,24500,2015,2.0,31000,AZN,1.00
Hyundai Sonata,21000,2011,2.0,132000,AZN,1.00
Hyundai Sonata,15900,2007,2.4,200000,AZN,1.00
Hyundai Sonata,26000,2015,1.6,77000,AZN,1.00
Hyundai Sonata,27500,2015,2.0,26500,AZN,1.00
Hyundai Sonata,13700,2011,2.4,135300,$,1.70
Hyundai Sonata,23900,2014,1.6,72000,AZN,1.00
Hyundai Sonata,18500,2013,2.4,81000,AZN,1.00
Hyundai Sonata,26999,2014,2.4,39700,AZN,1.00
Hyundai Sonata,12000,2006,3.3,216262,AZN,1.00
Hyundai Sonata,9500,2003,2.0,307000,AZN,1.00
Hyundai Sonata,6830,1998,2.0,245600,AZN,1.00
Hyundai Sonata,26200,2015,2.4,59000,AZN,1.00
Hyundai Sonata,23000,2009,3.3,95000,AZN,1.00
Hyundai Sonata,29300,2014,2.0,100000,AZN,1.00
